comment_id,note_key,user_key,user_name,user_urlname,user_icon,commented_at,body
nc1766fc6f41d9,n3731a31658d7,fbaef2c001615d02444573a135007008,はしゃも｜感情構造エンジニア,hasyamo,https://assets.st-note.com/production/uploads/images/237516392/profile_c0ac2ae8315e28ee425c27b5c2aefa32.jpg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T16:53:33.715+09:00,キャラ画像のチョイスの時点で面白いのがずるいｗ
ncf5b91b7908d7,n3731a31658d7,147de3d7f318c41ef92d6a01a890b44a,キヲ@AIイラストレーター,alert_yak4745,https://assets.st-note.com/production/uploads/images/251946926/profile_f9698130687ec7ce943e4e53083d8426.jpeg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T16:09:53.902+09:00,"ウフフ\(//∇//)\🤭
政宗さんblue Skyで仲良くして
くれた人だ\(//∇//)\💖🫶
元気かなー\(//∇//)\元気そうだね\(//∇//)\🤭
漫画おもろーいKITAさん\(//∇//)\💖💖🤭"
nc6b41431b36a4,n3731a31658d7,2d0269ce6c817ae41f311531d14994f3,雪詠,yukiyomi,https://assets.st-note.com/production/uploads/images/257852122/profile_747b7c3cd16ce8bc07f7fb23446f4604.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T15:18:26.011+09:00,"キャラで笑わせてもらいました🤣
やったけど、紹介はできないｗｗ

チャッピーが
「共犯関係コメディ」ていうてるｗｗｗ"
nc874c1436491d,n3731a31658d7,87604ca060ec14c64ea9d7aae5778282,ピナクル,modern_holly38,https://assets.st-note.com/production/uploads/images/259210569/profile_fc545405351782184723b8b80431a80d.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T14:44:25.384+09:00,"１コマ目がオチの４コマ漫画初めて見た🤣🤣🤣
KITAさん知ってる人はみんな１コマ目で爆笑やろこんなん🤣
ワイもやってみよ🎵"
nc8c0b5ac32982,n3731a31658d7,be811580922f6f3ae31aedbeb4eb3e03,ねんころ@AIクリエイター,nenkoro_life,https://assets.st-note.com/production/uploads/images/241211839/profile_9a8798f1a773b8b9dffe231238d28a1a.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T14:22:25.556+09:00,５回やっても、ChatGPTをこき使う四コマになりましたww
nc1d871ea6f060,n3731a31658d7,43c9eb43349562ef5151388111f4ab2f,青井透子｜日常の過剰解釈屋　,crisp_chimp0823,https://assets.st-note.com/production/uploads/images/212111780/profile_60fd29d2d4b0d3d5dd95587e520f32da.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T10:02:50.392+09:00,"やってみます！🙌
KITAさんのキャラ画像www
いい味出してます👍"
nc0f6db319afbb,n3731a31658d7,92e02715f6767ad67b16e11183ef5ee7,ななな（菜奈）｜もやもや減らし屋👀♡🗣️よはくの哲学（ナラティヴ×構造×意味）,alive_prawn4206,https://assets.st-note.com/production/uploads/images/250769673/profile_88a9cfa744c172930f0763ba491af3b9.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T05:48:23.070+09:00,"私も早速やってみました！

私も優しい使い方してなかったみたいたけど、きたさんみたいに詰まってはなかった笑
Xに貼ってみます🤭

きたさん、おはようございます〜🧜‍♀️"
nc1fbb4f4b5227,n3731a31658d7,abfda78d71e95f6f9ebe42a6b99b6495,しれネコ🐾｜迷子の気持ち、 ちょっと軽く,large_hosta3387,https://assets.st-note.com/production/uploads/images/214220122/profile_8823c0c108f12f8d9b6a20e61e88e712.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T05:44:53.617+09:00,"しれネコです🐾
おはようございますにゃ
何でみんなこんなに面白いこと思いつくにゃ？

朝イチ、この記事読んで
即、コピペ→ChatGPT にペタリ

出てきた四コマ漫画みたら
しれねこはChatGPT を下僕のように扱っていたにゃ！
しかも最後はほめ殺しw

誰にも見せられないかも＞ω＜

と言う報告だったニャン🐾😸"
nc1e05df9a303e,n3731a31658d7,d7ef6eb03aa1e7c9bbfc21cff22baa9c,緑どんぐり,green_donguri,https://assets.st-note.com/production/uploads/images/221872381/profile_240a9a39c80ce3ebb145dfb4e88d4de3.png?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T05:42:27.614+09:00,"おもろーw
てかなぜモノクロとカラーわけたんですかw
わらいましたw"
nc84389f91a244,nafb9b4e375ab,fbaef2c001615d02444573a135007008,はしゃも｜感情構造エンジニア,hasyamo,https://assets.st-note.com/production/uploads/images/237516392/profile_c0ac2ae8315e28ee425c27b5c2aefa32.jpg?fit=bounds&format=jpeg&quality=85&width=330,2026-04-24T16:43:48.641+09:00,"KITAさん、こんにちは！
寿命まで削って…お疲れさまとしか言いようがないです。笑
でもこの試行錯誤がまた次の引き出しになるんでしょうね。

僕は玄関＋彼シャツ＋7人固定のぬるま湯に浸かってます。😌
アニメアイドルの召喚はちょっと勘弁したいレベルで怖いです😱"
